timestamp,value
2023-06-01T00:00:00Z,87.8
2023-06-01T00:01:00Z,50.0
2023-06-01T00:02:00Z,85.9
2023-06-01T00:03:00Z,85.2
2023-06-01T00:04:00Z,85.5
2023-06-01T00:05:00Z,86.0
2023-06-01T00:06:00Z,87.2
2023-06-01T00:07:00Z,87.7
2023-06-01T00:08:00Z,88.2
2023-06-01T00:09:00Z,88.3
2023-06-01T00:10:00Z,88.4
2023-06-01T00:11:00Z,88.8
2023-06-01T00:12:00Z,88.8
2023-06-01T00:13:00Z,88.6
2023-06-01T00:14:00Z,88.3
2023-06-01T00:15:00Z,88.4
2023-06-01T00:16:00Z,88.5
2023-06-01T00:17:00Z,88.5
2023-06-01T00:18:00Z,88.4
2023-06-01T00:19:00Z,88.6
2023-06-01T00:20:00Z,89.0
2023-06-01T00:21:00Z,88.8
2023-06-01T00:22:00Z,88.9
2023-06-01T00:23:00Z,89.2
2023-06-01T00:24:00Z,89.4
2023-06-01T00:25:00Z,89.4
2023-06-01T00:26:00Z,89.6
2023-06-01T00:27:00Z,89.0
2023-06-01T00:28:00Z,88.9
2023-06-01T00:29:00Z,89.0
2023-06-01T00:30:00Z,89.5
2023-06-01T00:31:00Z,89.3
2023-06-01T00:32:00Z,89.2
2023-06-01T00:33:00Z,88.7
2023-06-01T00:34:00Z,88.3
2023-06-01T00:35:00Z,89.0
2023-06-01T00:36:00Z,88.8
2023-06-01T00:37:00Z,89.1
2023-06-01T00:38:00Z,88.6
2023-06-01T00:39:00Z,88.2
2023-06-01T00:40:00Z,87.8
2023-06-01T00:41:00Z,87.5
2023-06-01T00:42:00Z,86.6
2023-06-01T00:43:00Z,86.6
2023-06-01T00:44:00Z,86.7
2023-06-01T00:45:00Z,86.7
2023-06-01T00:46:00Z,86.6
2023-06-01T00:47:00Z,86.2
2023-06-01T00:48:00Z,86.6
2023-06-01T00:49:00Z,87.3
2023-06-01T00:50:00Z,87.4
2023-06-01T00:51:00Z,87.7
2023-06-01T00:52:00Z,87.6
2023-06-01T00:53:00Z,87.1
2023-06-01T00:54:00Z,50.0
2023-06-01T00:55:00Z,86.4
2023-06-01T00:56:00Z,85.2
2023-06-01T00:57:00Z,84.0
2023-06-01T00:58:00Z,83.4
2023-06-01T00:59:00Z,83.0
2023-06-01T01:00:00Z,82.6
2023-06-01T01:01:00Z,82.7
2023-06-01T01:02:00Z,82.8
2023-06-01T01:03:00Z,82.8
2023-06-01T01:04:00Z,82.5
2023-06-01T01:05:00Z,82.2
2023-06-01T01:06:00Z,82.0
2023-06-01T01:07:00Z,81.9
2023-06-01T01:08:00Z,50.0
2023-06-01T01:09:00Z,82.5
2023-06-01T01:10:00Z,83.0
2023-06-01T01:11:00Z,82.7
2023-06-01T01:12:00Z,82.3
2023-06-01T01:13:00Z,82.3
2023-06-01T01:14:00Z,82.2
2023-06-01T01:15:00Z,81.5
2023-06-01T01:16:00Z,80.9
2023-06-01T01:17:00Z,80.8
2023-06-01T01:18:00Z,80.6
2023-06-01T01:19:00Z,80.8
2023-06-01T01:20:00Z,80.8
2023-06-01T01:21:00Z,80.7
2023-06-01T01:22:00Z,80.7
2023-06-01T01:23:00Z,80.5
2023-06-01T01:24:00Z,80.6
2023-06-01T01:25:00Z,80.3
2023-06-01T01:26:00Z,50.0
2023-06-01T01:27:00Z,81.9
2023-06-01T01:28:00Z,83.3
2023-06-01T01:29:00Z,84.2
2023-06-01T01:30:00Z,84.8
2023-06-01T01:31:00Z,85.1
2023-06-01T01:32:00Z,84.8
2023-06-01T01:33:00Z,85.2
2023-06-01T01:34:00Z,85.9
2023-06-01T01:35:00Z,85.7
2023-06-01T01:36:00Z,85.7
2023-06-01T01:37:00Z,86.2
2023-06-01T01:38:00Z,85.6
2023-06-01T01:39:00Z,86.1
2023-06-01T01:40:00Z,85.9
2023-06-01T01:41:00Z,86.0
2023-06-01T01:42:00Z,86.5
2023-06-01T01:43:00Z,86.9
2023-06-01T01:44:00Z,87.9
2023-06-01T01:45:00Z,88.4
2023-06-01T01:46:00Z,88.2
2023-06-01T01:47:00Z,88.8
2023-06-01T01:48:00Z,89.1
2023-06-01T01:49:00Z,89.8
2023-06-01T01:50:00Z,89.6
2023-06-01T01:51:00Z,50.0
2023-06-01T01:52:00Z,89.2
2023-06-01T01:53:00Z,88.8
2023-06-01T01:54:00Z,86.9
2023-06-01T01:55:00Z,87.2
2023-06-01T01:56:00Z,86.1
2023-06-01T01:57:00Z,86.2
2023-06-01T01:58:00Z,85.7
2023-06-01T01:59:00Z,50.0
2023-06-01T02:00:00Z,85.5
2023-06-01T02:01:00Z,50.0
2023-06-01T02:02:00Z,86.2
2023-06-01T02:03:00Z,87.2
2023-06-01T02:04:00Z,87.7
2023-06-01T02:05:00Z,88.2
2023-06-01T02:06:00Z,88.4
2023-06-01T02:07:00Z,88.5
2023-06-01T02:08:00Z,87.5
2023-06-01T02:09:00Z,87.8
2023-06-01T02:10:00Z,88.1
2023-06-01T02:11:00Z,88.6
2023-06-01T02:12:00Z,88.1
2023-06-01T02:13:00Z,88.0
2023-06-01T02:14:00Z,88.1
2023-06-01T02:15:00Z,87.9
2023-06-01T02:16:00Z,87.9
2023-06-01T02:17:00Z,87.1
2023-06-01T02:18:00Z,87.1
2023-06-01T02:19:00Z,86.2
2023-06-01T02:20:00Z,85.4
2023-06-01T02:21:00Z,84.6
2023-06-01T02:22:00Z,84.5
2023-06-01T02:23:00Z,84.1
2023-06-01T02:24:00Z,83.7
2023-06-01T02:25:00Z,84.2
2023-06-01T02:26:00Z,84.5
2023-06-01T02:27:00Z,85.4
2023-06-01T02:28:00Z,85.4
2023-06-01T02:29:00Z,85.5
2023-06-01T02:30:00Z,85.6
2023-06-01T02:31:00Z,86.7
2023-06-01T02:32:00Z,86.1
2023-06-01T02:33:00Z,85.5
2023-06-01T02:34:00Z,85.4
2023-06-01T02:35:00Z,84.8
2023-06-01T02:36:00Z,84.5
2023-06-01T02:37:00Z,84.2
2023-06-01T02:38:00Z,84.0
2023-06-01T02:39:00Z,87.5
2023-06-01T02:40:00Z,89.7
2023-06-01T02:41:00Z,50.0
2023-06-01T02:42:00Z,50.0
2023-06-01T02:43:00Z,89.5
2023-06-01T02:44:00Z,88.6
2023-06-01T02:45:00Z,88.4
2023-06-01T02:46:00Z,88.9
2023-06-01T02:47:00Z,90.0
2023-06-01T02:48:00Z,91.1
2023-06-01T02:49:00Z,91.6
2023-06-01T02:50:00Z,90.2
2023-06-01T02:51:00Z,90.5
2023-06-01T02:52:00Z,89.5
2023-06-01T02:53:00Z,89.4
2023-06-01T02:54:00Z,90.2
2023-06-01T02:55:00Z,90.7
2023-06-01T02:56:00Z,90.9
2023-06-01T02:57:00Z,91.5
2023-06-01T02:58:00Z,91.6
2023-06-01T02:59:00Z,50.0
2023-06-01T03:00:00Z,92.5
2023-06-01T03:01:00Z,91.2
2023-06-01T03:02:00Z,91.7
2023-06-01T03:03:00Z,91.4
2023-06-01T03:04:00Z,92.5
2023-06-01T03:05:00Z,91.6
2023-06-01T03:06:00Z,89.2
2023-06-01T03:07:00Z,87.5
2023-06-01T03:08:00Z,87.0
2023-06-01T03:09:00Z,90.0
2023-06-01T03:10:00Z,91.3
2023-06-01T03:11:00Z,92.9
2023-06-01T03:12:00Z,92.1
2023-06-01T03:13:00Z,92.3
2023-06-01T03:14:00Z,87.9
2023-06-01T03:15:00Z,87.4
2023-06-01T03:16:00Z,82.8
2023-06-01T03:17:00Z,80.6
2023-06-01T03:18:00Z,77.1
2023-06-01T03:19:00Z,78.3
2023-06-01T03:20:00Z,78.9
2023-06-01T03:21:00Z,76.9
2023-06-01T03:22:00Z,79.8
2023-06-01T03:23:00Z,78.6
2023-06-01T03:24:00Z,77.8
2023-06-01T03:25:00Z,81.8
2023-06-01T03:26:00Z,85.2
2023-06-01T03:27:00Z,50.0
2023-06-01T03:28:00Z,86.6
2023-06-01T03:29:00Z,88.0
2023-06-01T03:30:00Z,89.3
2023-06-01T03:31:00Z,90.1
2023-06-01T03:32:00Z,89.8
2023-06-01T03:33:00Z,90.2
2023-06-01T03:34:00Z,89.8
2023-06-01T03:35:00Z,89.9
2023-06-01T03:36:00Z,90.1
2023-06-01T03:37:00Z,90.2
2023-06-01T03:38:00Z,90.0
2023-06-01T03:39:00Z,89.4
2023-06-01T03:40:00Z,89.3
2023-06-01T03:41:00Z,89.1
2023-06-01T03:42:00Z,89.9
2023-06-01T03:43:00Z,89.8
2023-06-01T03:44:00Z,89.5
2023-06-01T03:45:00Z,88.9
2023-06-01T03:46:00Z,88.7
2023-06-01T03:47:00Z,88.6
2023-06-01T03:48:00Z,88.8
2023-06-01T03:49:00Z,89.0
2023-06-01T03:50:00Z,88.5
2023-06-01T03:51:00Z,86.9
2023-06-01T03:52:00Z,84.9
2023-06-01T03:53:00Z,84.1
2023-06-01T03:54:00Z,84.0
2023-06-01T03:55:00Z,84.8
2023-06-01T03:56:00Z,86.7
2023-06-01T03:57:00Z,87.2
2023-06-01T03:58:00Z,87.6
2023-06-01T03:59:00Z,88.0
2023-06-01T04:00:00Z,87.7
2023-06-01T04:01:00Z,87.7
2023-06-01T04:02:00Z,87.7
2023-06-01T04:03:00Z,87.6
2023-06-01T04:04:00Z,88.1
2023-06-01T04:05:00Z,87.6
2023-06-01T04:06:00Z,87.3
2023-06-01T04:07:00Z,86.2
2023-06-01T04:08:00Z,85.6
2023-06-01T04:09:00Z,50.0
2023-06-01T04:10:00Z,85.0
2023-06-01T04:11:00Z,50.0
2023-06-01T04:12:00Z,86.5
2023-06-01T04:13:00Z,87.0
2023-06-01T04:14:00Z,87.4
2023-06-01T04:15:00Z,50.0
2023-06-01T04:16:00Z,84.7
2023-06-01T04:17:00Z,80.5
2023-06-01T04:18:00Z,78.1
2023-06-01T04:19:00Z,78.2
2023-06-01T04:20:00Z,79.6
2023-06-01T04:21:00Z,78.9
2023-06-01T04:22:00Z,79.5
2023-06-01T04:23:00Z,77.2
2023-06-01T04:24:00Z,77.0
2023-06-01T04:25:00Z,77.0
2023-06-01T04:26:00Z,77.5
2023-06-01T04:27:00Z,77.4
2023-06-01T04:28:00Z,77.4
2023-06-01T04:29:00Z,77.8
2023-06-01T04:30:00Z,79.4
2023-06-01T04:31:00Z,81.0
2023-06-01T04:32:00Z,83.0
2023-06-01T04:33:00Z,85.1
2023-06-01T04:34:00Z,86.5
2023-06-01T04:35:00Z,88.2
2023-06-01T04:36:00Z,88.8
2023-06-01T04:37:00Z,89.2
2023-06-01T04:38:00Z,90.5
2023-06-01T04:39:00Z,93.1
2023-06-01T04:40:00Z,93.3
2023-06-01T04:41:00Z,94.3
2023-06-01T04:42:00Z,94.9
2023-06-01T04:43:00Z,50.0
2023-06-01T04:44:00Z,94.3
2023-06-01T04:45:00Z,50.0
2023-06-01T04:46:00Z,89.7
2023-06-01T04:47:00Z,86.8
2023-06-01T04:48:00Z,50.0
2023-06-01T04:49:00Z,50.0
2023-06-01T04:50:00Z,50.0
2023-06-01T04:51:00Z,50.0
2023-06-01T04:52:00Z,86.4
2023-06-01T04:53:00Z,50.0
2023-06-01T04:54:00Z,50.0
2023-06-01T04:55:00Z,50.0
2023-06-01T04:56:00Z,83.2
2023-06-01T04:57:00Z,82.2
2023-06-01T04:58:00Z,50.0
2023-06-01T04:59:00Z,50.0
2023-06-01T05:00:00Z,50.0
2023-06-01T05:01:00Z,50.0
2023-06-01T05:02:00Z,50.0
2023-06-01T05:03:00Z,50.0
2023-06-01T05:04:00Z,50.0
2023-06-01T05:05:00Z,50.0
2023-06-01T05:06:00Z,50.0
2023-06-01T05:07:00Z,50.0
2023-06-01T05:08:00Z,50.0
2023-06-01T05:09:00Z,50.0
2023-06-01T05:10:00Z,50.0
2023-06-01T05:11:00Z,50.0
2023-06-01T05:12:00Z,50.0
2023-06-01T05:13:00Z,50.0
2023-06-01T05:14:00Z,50.0
2023-06-01T05:15:00Z,50.0
2023-06-01T05:16:00Z,50.0
2023-06-01T05:17:00Z,50.0
2023-06-01T05:18:00Z,50.0
2023-06-01T05:19:00Z,50.0
2023-06-01T05:20:00Z,50.0
2023-06-01T05:21:00Z,50.0
2023-06-01T05:22:00Z,50.0
2023-06-01T05:23:00Z,50.0
2023-06-01T05:24:00Z,50.0
2023-06-01T05:25:00Z,50.0
2023-06-01T05:26:00Z,83.4
2023-06-01T05:27:00Z,50.0
2023-06-01T05:28:00Z,50.0
2023-06-01T05:29:00Z,82.7
2023-06-01T05:30:00Z,50.0
2023-06-01T05:31:00Z,50.0
2023-06-01T05:32:00Z,50.0
2023-06-01T05:33:00Z,81.3
2023-06-01T06:45:59Z,50.0
2023-06-01T06:46:59Z,86.0
2023-06-01T06:47:59Z,50.0
2023-06-01T06:48:59Z,85.8
2023-06-01T06:49:59Z,50.0
2023-06-01T06:50:59Z,50.0
2023-06-01T06:51:59Z,50.0
2023-06-01T06:52:59Z,50.0
2023-06-01T06:53:59Z,85.7
2023-06-01T06:54:59Z,50.0
2023-06-01T06:55:59Z,50.0
2023-06-01T06:56:59Z,50.0
2023-06-01T06:57:59Z,50.0
2023-06-01T06:58:59Z,50.0
2023-06-01T06:59:59Z,50.0
2023-06-01T07:00:59Z,50.0
2023-06-01T07:01:59Z,50.0
2023-06-01T07:02:59Z,85.1
2023-06-01T07:03:59Z,50.0
2023-06-01T07:04:59Z,50.0
2023-06-01T07:05:59Z,50.0
2023-06-01T07:06:59Z,50.0
2023-06-01T07:07:59Z,50.0
2023-06-01T07:08:59Z,50.0
2023-06-01T07:09:59Z,50.0
2023-06-01T07:10:59Z,50.0
2023-06-01T07:11:59Z,50.0
2023-06-01T07:12:59Z,50.0
2023-06-01T07:13:59Z,50.0
2023-06-01T07:14:59Z,50.0
2023-06-01T07:15:59Z,50.0
2023-06-01T07:16:59Z,50.0
2023-06-01T07:17:59Z,50.0
2023-06-01T07:18:59Z,50.0
2023-06-01T07:19:59Z,50.0
