sleep_id,sleep_stage_id,sleep_stage_type,start_utc_offset,sleep_stage_start,end_utc_offset,sleep_stage_end,data_source,sleep_stage_created,sleep_stage_last_updated
1091252257852225728,1266699722433094608,LIGHT,+01:00,2022-01-14 06:57:00+0000,+01:00,2022-01-14 07:12:30+0000,DERIVED,2025-01-04 05:37:47+0000,2025-01-04 05:37:47+0000
1091252257852225728,1337845012744839536,AWAKE,+01:00,2022-01-14 10:12:30+0000,+01:00,2022-01-14 10:13:00+0000,DERIVED,2025-01-04 05:37:47+0000,2025-01-04 05:37:47+0000
1091252257852225728,1353169790256723904,LIGHT,+01:00,2022-01-14 06:50:00+0000,+01:00,2022-01-14 06:56:00+0000,DERIVED,2025-01-04 05:37:47+0000,2025-01-04 05:37:47+0000
1091252257852225728,1361396247568984064,LIGHT,+01:00,2022-01-14 09:14:00+0000,+01:00,2022-01-14 09:17:00+0000,DERIVED,2025-01-04 05:37:47+0000,2025-01-04 05:37:47+0000
1091252257852225728,1435697761382847432,REM,+01:00,2022-01-14 08:10:30+0000,+01:00,2022-01-14 08:46:00+0000,DERIVED,2025-01-04 05:37:47+0000,2025-01-04 05:37:47+0000
1091252257852225728,1710459320354443576,DEEP,+01:00,2022-01-14 04:40:00+0000,+01:00,2022-01-14 04:47:30+0000,DERIVED,2025-01-04 05:37:47+0000,2025-01-04 05:37:47+0000
1091252257852225728,1835052239678993392,AWAKE,+01:00,2022-01-14 06:44:30+0000,+01:00,2022-01-14 06:50:00+0000,DERIVED,2025-01-04 05:37:47+0000,2025-01-04 05:37:47+0000
1091252257852225728,1940708176840469784,AWAKE,+01:00,2022-01-14 04:56:30+0000,+01:00,2022-01-14 04:57:00+0000,DERIVED,2025-01-04 05:37:47+0000,2025-01-04 05:37:47+0000
1091252257852225728,2936137745084963392,REM,+01:00,2022-01-14 09:49:30+0000,+01:00,2022-01-14 10:12:30+0000,DERIVED,2025-01-04 05:37:47+0000,2025-01-04 05:37:47+0000
1091252257852225728,3110491964802407368,LIGHT,+01:00,2022-01-14 03:51:00+0000,+01:00,2022-01-14 04:10:00+0000,DERIVED,2025-01-04 05:37:46+0000,2025-01-04 05:37:46+0000
1091252257852225728,3111997902375287560,AWAKE,+01:00,2022-01-14 10:27:30+0000,+01:00,2022-01-14 10:28:00+0000,DERIVED,2025-01-04 05:37:47+0000,2025-01-04 05:37:47+0000
1091252257852225728,3164593168285307192,AWAKE,+01:00,2022-01-14 05:59:30+0000,+01:00,2022-01-14 06:03:00+0000,DERIVED,2025-01-04 05:37:47+0000,2025-01-04 05:37:47+0000
1091252257852225728,3385531065225275880,LIGHT,+01:00,2022-01-14 06:03:00+0000,+01:00,2022-01-14 06:05:00+0000,DERIVED,2025-01-04 05:37:47+0000,2025-01-04 05:37:47+0000
1091252257852225728,3425454692478127904,AWAKE,+01:00,2022-01-14 05:11:00+0000,+01:00,2022-01-14 05:17:30+0000,DERIVED,2025-01-04 05:37:47+0000,2025-01-04 05:37:47+0000
1091252257852225728,3465763206269160088,AWAKE,+01:00,2022-01-14 04:10:00+0000,+01:00,2022-01-14 04:12:00+0000,DERIVED,2025-01-04 05:37:46+0000,2025-01-04 05:37:46+0000
1091252257852225728,3483459920634760088,AWAKE,+01:00,2022-01-14 10:29:30+0000,+01:00,2022-01-14 10:31:00+0000,DERIVED,2025-01-04 05:37:47+0000,2025-01-04 05:37:47+0000
1091252257852225728,3872943071602778128,LIGHT,+01:00,2022-01-14 07:17:30+0000,+01:00,2022-01-14 07:46:00+0000,DERIVED,2025-01-04 05:37:47+0000,2025-01-04 05:37:47+0000
1091252257852225728,4659738469952683704,AWAKE,+01:00,2022-01-14 07:12:30+0000,+01:00,2022-01-14 07:15:30+0000,DERIVED,2025-01-04 05:37:47+0000,2025-01-04 05:37:47+0000
